product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason
FB000503,Bottoms,Gap,Fall,XL,Navy,94.53,0,94.53,06-08-2025,13,2.4,FALSE,
FB000504,Dresses,Mango,Fall,XXL,White,71.94,3,69.78,06-08-2025,45,1.4,FALSE,
FB000505,Dresses,Ann Taylor,Winter,XL,Green,177.72,5.9,167.23,06-08-2025,47,,FALSE,
FB000506,Accessories,Zara,Summer,,White,34.4,0,34.4,06-08-2025,43,3,TRUE,Wrong Item
FB000507,Bottoms,Banana Republic,Spring,M,Gray,119.72,0,119.72,18-01-2025,18,3.7,FALSE,
FB000508,Accessories,H&M,Summer,,Brown,44.09,0,44.09,06-08-2025,2,2,FALSE,
FB000509,Bottoms,Mango,Spring,XL,Purple,42.47,0,42.47,14-11-2024,33,4.5,TRUE,Changed Mind
FB000510,Dresses,Banana Republic,Summer,XL,Purple,68.43,0,68.43,06-08-2025,16,,FALSE,
FB000511,Shoes,Zara,Fall,XS,Green,165.39,31.8,112.8,06-08-2025,9,4.6,FALSE,
FB000512,Accessories,Ann Taylor,Winter,,Green,35.36,0,35.36,06-08-2025,42,4.5,FALSE,
FB000513,Dresses,H&M,Summer,M,Navy,95.73,0,95.73,06-08-2025,6,4.6,FALSE,
FB000514,Accessories,Banana Republic,Spring,,Brown,72.28,51.3,35.2,15-02-2025,31,1.9,FALSE,
FB000515,Outerwear,Ann Taylor,Summer,,White,80.35,0,80.35,06-08-2025,28,2.9,FALSE,
FB000516,Bottoms,Banana Republic,Winter,XL,Gray,119.04,0,119.04,06-08-2025,35,1.4,FALSE,
FB000517,Tops,Gap,Winter,XS,Brown,60.53,42.5,34.8,06-08-2025,8,,TRUE,Color Mismatch
FB000518,Outerwear,H&M,Fall,M,Navy,92.54,43.8,52.01,06-08-2025,33,1.5,TRUE,Damaged
FB000519,Accessories,Uniqlo,Fall,,Pink,28.4,0,28.4,06-08-2025,4,3.1,FALSE,
FB000520,Bottoms,Zara,Summer,M,Gray,91.65,0,91.65,06-08-2025,40,3.8,FALSE,
FB000521,Accessories,Mango,Fall,,Navy,72.57,0,72.57,06-08-2025,27,2.5,FALSE,
FB000522,Bottoms,H&M,Fall,L,Blue,39.05,0,39.05,06-08-2025,10,3.5,FALSE,
FB000523,Dresses,Zara,Winter,S,Gray,113.21,0,113.21,06-08-2025,12,4.4,FALSE,
FB000524,Accessories,Forever21,Spring,,Navy,25.34,0,25.34,31-07-2025,17,3.3,FALSE,
FB000525,Tops,Mango,Spring,L,Black,98.16,56.7,42.5,05-02-2025,44,2.6,FALSE,
FB000526,Tops,Banana Republic,Spring,XS,Purple,60.54,0,60.54,10-04-2025,35,1.7,FALSE,
FB000527,Dresses,Zara,Winter,S,Pink,132.61,7.4,122.8,06-08-2025,0,4.2,FALSE,
FB000528,Outerwear,Ann Taylor,Fall,XL,Pink,234.14,0,234.14,06-08-2025,40,1.7,FALSE,
FB000529,Accessories,H&M,Fall,,Black,31.86,48.2,16.5,06-08-2025,32,4.5,FALSE,
FB000530,Accessories,Uniqlo,Spring,,Gray,15.14,36.7,9.58,23-07-2025,41,3.8,FALSE,
FB000531,Shoes,H&M,Winter,XS,Purple,77.72,0,77.72,06-08-2025,48,1.1,FALSE,
FB000532,Accessories,Zara,Spring,,Gray,78.04,0,78.04,09-04-2025,38,4.9,FALSE,
FB000533,Outerwear,Gap,Fall,M,Brown,169.82,0,169.82,06-08-2025,28,4,FALSE,
FB000534,Bottoms,H&M,Spring,L,White,94.71,38.9,57.87,16-08-2024,39,4.7,FALSE,
FB000535,Shoes,Ann Taylor,Spring,XL,Red,112.6,22,87.83,22-07-2025,29,2.1,TRUE,Color Mismatch
FB000536,Bottoms,Zara,Summer,L,Purple,104.16,0,104.16,06-08-2025,21,1.6,FALSE,
FB000537,Outerwear,Gap,Winter,XXL,Gray,174.86,0,174.86,06-08-2025,15,1.7,FALSE,
FB000538,Outerwear,Uniqlo,Spring,L,Purple,217.89,49.4,110.25,27-11-2024,42,2.9,FALSE,
FB000539,Shoes,Mango,Winter,L,Black,123.14,0,123.14,06-08-2025,15,1.8,TRUE,Wrong Item
FB000540,Tops,Ann Taylor,Winter,XL,Navy,103.96,0,103.96,06-08-2025,23,3.3,FALSE,
FB000541,Dresses,H&M,Spring,XL,Blue,138.45,0,138.45,28-03-2025,18,3.3,FALSE,
FB000542,Shoes,Gap,Summer,S,Black,165.1,0,165.1,06-08-2025,7,,FALSE,
FB000543,Shoes,Gap,Winter,XXL,Gray,147.25,0,147.25,06-08-2025,15,2.7,FALSE,
FB000544,Shoes,Uniqlo,Fall,L,Pink,126.23,0,126.23,06-08-2025,48,2.1,FALSE,
FB000545,Outerwear,Ann Taylor,Fall,M,Navy,229.04,0,229.04,06-08-2025,5,4.5,FALSE,
FB000546,Accessories,Ann Taylor,Winter,,Gray,38.65,32.6,26.05,06-08-2025,46,1.1,FALSE,
FB000547,Bottoms,Banana Republic,Spring,XS,Pink,80.82,0,80.82,11-02-2025,42,,FALSE,
FB000548,Accessories,Uniqlo,Spring,,Beige,56.44,0,56.44,18-03-2025,35,4,FALSE,
FB000549,Dresses,Zara,Fall,M,Beige,121.3,0,121.3,06-08-2025,33,2.3,FALSE,
FB000550,Bottoms,Gap,Fall,,Black,101.98,28.4,73.02,06-08-2025,40,4.5,FALSE,
FB000551,Bottoms,Banana Republic,Spring,L,Red,89.99,0,89.99,28-02-2025,26,4.1,FALSE,
FB000552,Shoes,Forever21,Summer,XXL,Green,64.31,34.5,42.12,06-08-2025,48,4.5,FALSE,
FB000553,Dresses,Zara,Spring,L,Beige,168.92,0,168.92,14-07-2025,11,4.4,FALSE,
FB000554,Bottoms,Gap,Summer,XL,Navy,86.46,49.5,43.66,06-08-2025,19,4.3,FALSE,
FB000555,Tops,Forever21,Winter,XS,Red,36.84,18.9,29.88,06-08-2025,39,1.2,FALSE,
FB000556,Tops,Ann Taylor,Spring,XS,Pink,38.5,0,38.5,06-03-2025,2,3.2,FALSE,
FB000557,Bottoms,Mango,Winter,,Beige,68.02,37.7,42.38,06-08-2025,40,2.1,FALSE,
FB000558,Dresses,Uniqlo,Fall,M,Brown,117.23,0,117.23,06-08-2025,30,,TRUE,Changed Mind
FB000559,Tops,Ann Taylor,Spring,S,Navy,79.33,0,79.33,30-01-2025,10,3.4,TRUE,Changed Mind
FB000560,Bottoms,Mango,Summer,L,Green,75.82,42.7,43.44,06-08-2025,11,2,FALSE,
FB000561,Dresses,Ann Taylor,Spring,M,White,141.42,0,141.42,25-03-2025,10,2.5,FALSE,
FB000562,Shoes,Uniqlo,Spring,L,Black,124.2,0,124.2,28-08-2024,24,1,FALSE,
FB000563,Bottoms,Forever21,Winter,L,Navy,48.42,0,48.42,06-08-2025,6,4.3,FALSE,
FB000564,Dresses,H&M,Fall,XS,Gray,119.4,0,119.4,06-08-2025,45,4.2,FALSE,
FB000565,Shoes,Mango,Summer,M,Brown,186.07,0,186.07,06-08-2025,41,2.6,FALSE,
FB000566,Shoes,Mango,Summer,XL,Brown,109.46,0,109.46,06-08-2025,38,4.1,FALSE,
FB000567,Dresses,Gap,Winter,S,Gray,116.18,42.7,66.57,06-08-2025,3,3.5,FALSE,
FB000568,Accessories,Zara,Winter,,Green,41.29,26.3,30.43,06-08-2025,5,4.7,FALSE,
FB000569,Tops,Uniqlo,Winter,S,Green,94.68,45,52.07,06-08-2025,47,2.6,FALSE,
FB000570,Accessories,Zara,Spring,,White,48.55,32.7,32.67,01-10-2024,39,2.8,FALSE,
FB000571,Tops,Gap,Summer,M,Purple,75.22,0,75.22,06-08-2025,22,2.1,TRUE,Size Issue
FB000572,Shoes,H&M,Summer,XS,White,98.95,30.3,68.97,06-08-2025,16,,FALSE,
FB000573,Tops,H&M,Spring,XL,Brown,39.56,0,39.56,21-01-2025,15,,FALSE,
FB000574,Outerwear,Uniqlo,Winter,S,White,153.88,0,153.88,06-08-2025,42,2.2,FALSE,
FB000575,Accessories,Ann Taylor,Summer,,Beige,68.87,0,68.87,06-08-2025,9,1.1,FALSE,
FB000576,Bottoms,Ann Taylor,Fall,M,Pink,25.56,38.9,15.62,06-08-2025,48,,FALSE,
FB000577,Outerwear,H&M,Fall,XXL,White,246.49,0,246.49,06-08-2025,20,4.8,FALSE,
FB000578,Accessories,H&M,Fall,,Green,52.41,0,52.41,06-08-2025,14,,FALSE,
FB000579,Tops,Zara,Summer,M,Navy,33.77,0,33.77,06-08-2025,12,3.8,FALSE,
FB000580,Shoes,H&M,Summer,M,Pink,96.7,0,96.7,06-08-2025,28,3,FALSE,
FB000581,Dresses,H&M,Spring,M,Red,95.81,0,95.81,09-05-2025,47,4.9,FALSE,
FB000582,Tops,Gap,Fall,M,Brown,41.58,0,41.58,06-08-2025,3,1.6,FALSE,
FB000583,Tops,Uniqlo,Summer,XL,Gray,46.67,6.6,43.59,06-08-2025,35,1.3,TRUE,Quality Issue
FB000584,Bottoms,Zara,Winter,L,Beige,25.98,59.4,10.55,06-08-2025,40,,FALSE,
FB000585,Outerwear,Uniqlo,Summer,L,Beige,204.82,14,176.15,06-08-2025,27,3.8,FALSE,
FB000586,Tops,Zara,Winter,XXL,Pink,43.43,47.1,22.97,06-08-2025,44,4.7,FALSE,
FB000587,Accessories,H&M,Summer,,Blue,40.5,40.5,24.1,06-08-2025,25,2.9,FALSE,
FB000588,Bottoms,Forever21,Winter,M,Red,73.59,16.6,61.37,06-08-2025,34,4,FALSE,
FB000589,Accessories,Ann Taylor,Summer,,Navy,17.67,0,17.67,06-08-2025,29,4.3,FALSE,
FB000590,Dresses,Gap,Winter,S,Green,70.01,28,50.41,06-08-2025,23,,FALSE,
FB000591,Shoes,Mango,Fall,XS,Red,79.32,33.7,52.59,06-08-2025,38,3,TRUE,Size Issue
FB000592,Accessories,Zara,Summer,,Beige,45.24,0,45.24,06-08-2025,20,3,TRUE,Quality Issue
FB000593,Tops,H&M,Summer,XXL,Red,63.51,13.6,54.87,06-08-2025,19,,FALSE,
FB000594,Bottoms,Ann Taylor,Winter,XXL,White,55.23,33.6,36.67,06-08-2025,9,,FALSE,
FB000595,Dresses,Banana Republic,Fall,M,Navy,137.59,0,137.59,06-08-2025,18,,FALSE,
FB000596,Shoes,H&M,Fall,,White,65.8,0,65.8,06-08-2025,46,3.2,FALSE,
FB000597,Shoes,Uniqlo,Winter,XL,Blue,88.42,0,88.42,06-08-2025,44,3.4,TRUE,Damaged
FB000598,Dresses,Mango,Fall,M,Red,75.54,0,75.54,06-08-2025,6,4.6,FALSE,
FB000599,Shoes,H&M,Spring,L,White,185.13,0,185.13,09-05-2025,49,4.9,FALSE,
FB000600,Outerwear,Mango,Fall,L,Black,132.58,0,132.58,06-08-2025,45,1.6,FALSE,
FB000601,Bottoms,Zara,Fall,M,White,93.38,0,93.38,06-08-2025,7,3.5,FALSE,
FB000602,Accessories,Ann Taylor,Fall,,Black,47.28,0,47.28,06-08-2025,38,4.2,FALSE,
FB000603,Bottoms,Banana Republic,Spring,L,Green,59.88,0,59.88,12-10-2024,33,2.9,FALSE,
FB000604,Dresses,H&M,Winter,XXL,Black,140.07,0,140.07,06-08-2025,15,2.7,FALSE,
FB000605,Accessories,Uniqlo,Winter,,Black,66.6,0,66.6,06-08-2025,47,4,FALSE,
FB000606,Accessories,Gap,Summer,,Purple,39.82,35.4,25.72,06-08-2025,9,4.6,FALSE,
FB000607,Accessories,Zara,Fall,,Red,70.74,0,70.74,06-08-2025,49,1.8,FALSE,
FB000608,Dresses,Zara,Spring,M,Red,95.33,0,95.33,07-06-2025,36,,TRUE,Quality Issue
FB000609,Accessories,Forever21,Spring,,Red,32.62,29.1,23.13,27-07-2025,9,1.4,FALSE,
FB000610,Bottoms,Mango,Summer,XL,Purple,41.07,0,41.07,06-08-2025,10,4.8,FALSE,
FB000611,Bottoms,Zara,Winter,XL,Gray,43.1,0,43.1,06-08-2025,34,4.9,FALSE,
FB000612,Outerwear,Ann Taylor,Winter,XXL,Navy,102.03,27.9,73.56,06-08-2025,21,2.2,TRUE,Size Issue
FB000613,Accessories,Mango,Winter,,Red,54.11,0,54.11,06-08-2025,15,2.6,FALSE,
FB000614,Accessories,Mango,Winter,,Purple,43.5,0,43.5,06-08-2025,35,2.8,FALSE,
FB000615,Accessories,Banana Republic,Winter,,Pink,66,0,66,06-08-2025,19,2.6,FALSE,
FB000616,Bottoms,Banana Republic,Summer,M,White,38.85,0,38.85,06-08-2025,10,3.8,FALSE,
FB000617,Accessories,Zara,Summer,,Beige,61.29,0,61.29,06-08-2025,15,4,FALSE,
FB000618,Bottoms,H&M,Spring,XS,Beige,90.66,0,90.66,20-03-2025,49,2.4,TRUE,Color Mismatch
FB000619,Dresses,Mango,Fall,XL,Green,119.96,0,119.96,06-08-2025,5,5,FALSE,
FB000620,Shoes,Forever21,Fall,XXL,Red,130.21,0,130.21,06-08-2025,50,4.7,FALSE,
FB000621,Tops,Banana Republic,Winter,XS,Red,49.68,0,49.68,06-08-2025,15,2.8,FALSE,
FB000622,Accessories,Zara,Spring,,Purple,46.58,0,46.58,25-09-2024,42,1.7,FALSE,
FB000623,Accessories,Mango,Summer,,Brown,69.88,0,69.88,06-08-2025,8,2.8,FALSE,
FB000624,Accessories,Forever21,Fall,,Green,32.15,0,32.15,06-08-2025,17,1.9,TRUE,Quality Issue
FB000625,Bottoms,Forever21,Summer,S,Black,36.34,0,36.34,06-08-2025,6,4.5,TRUE,Damaged
FB000626,Bottoms,Mango,Fall,M,Beige,93.01,0,93.01,06-08-2025,34,1.4,FALSE,
FB000627,Tops,Gap,Winter,S,Brown,75,0,75,06-08-2025,19,1.6,FALSE,
FB000628,Outerwear,Zara,Fall,M,Blue,81.63,12.4,71.51,06-08-2025,3,,FALSE,
FB000629,Bottoms,Uniqlo,Spring,XL,Gray,109.81,0,109.81,24-07-2025,17,1.9,FALSE,
FB000630,Bottoms,Ann Taylor,Fall,,Black,47.7,0,47.7,06-08-2025,14,2.3,FALSE,
FB000631,Tops,Banana Republic,Winter,S,Red,96.08,0,96.08,06-08-2025,7,2.5,FALSE,
FB000632,Tops,H&M,Winter,XS,Brown,28,2.6,27.27,06-08-2025,2,,FALSE,
FB000633,Bottoms,Zara,Winter,S,Brown,52.43,6.4,49.07,06-08-2025,42,2.6,FALSE,
FB000634,Accessories,Gap,Summer,,Pink,67.95,18.3,55.52,06-08-2025,37,,FALSE,
FB000635,Dresses,Ann Taylor,Fall,,Red,131.92,0,131.92,06-08-2025,10,2.5,FALSE,
FB000636,Outerwear,Ann Taylor,Spring,XS,White,205.77,0,205.77,31-01-2025,38,1,FALSE,
FB000637,Tops,Uniqlo,Winter,XL,White,97.88,11.3,86.82,06-08-2025,27,1.3,FALSE,
FB000638,Shoes,Zara,Summer,L,Gray,109.55,0,109.55,06-08-2025,32,1.4,FALSE,
FB000639,Bottoms,Zara,Fall,L,Gray,52.94,10.6,47.33,06-08-2025,50,2.7,FALSE,
FB000640,Bottoms,Banana Republic,Winter,XS,Pink,70.83,18,58.08,06-08-2025,21,2.9,FALSE,
FB000641,Dresses,Mango,Fall,L,Navy,53.17,0,53.17,06-08-2025,14,4.5,TRUE,Changed Mind
FB000642,Bottoms,Banana Republic,Summer,XS,Beige,119.56,46.2,64.32,06-08-2025,14,,FALSE,
FB000643,Dresses,Mango,Winter,S,Blue,144.43,0,144.43,06-08-2025,41,3.6,FALSE,
FB000644,Outerwear,Mango,Spring,S,Purple,172.93,0,172.93,12-04-2025,43,4.7,TRUE,Quality Issue
FB000645,Outerwear,Gap,Winter,XL,Beige,191.95,40.4,114.4,06-08-2025,21,2.9,FALSE,
FB000646,Dresses,H&M,Winter,M,Black,128.56,0,128.56,06-08-2025,45,2.4,FALSE,
FB000647,Dresses,H&M,Summer,L,White,123.08,53,57.85,06-08-2025,38,2.5,FALSE,
FB000648,Outerwear,Ann Taylor,Spring,S,Purple,119.78,0,119.78,04-04-2025,22,1.5,TRUE,Color Mismatch
FB000649,Bottoms,Banana Republic,Summer,XS,White,110.6,0,110.6,06-08-2025,19,,TRUE,Color Mismatch
FB000650,Tops,Zara,Spring,S,Purple,58.16,0,58.16,02-07-2025,29,4.1,FALSE,
FB000651,Outerwear,Mango,Fall,S,Green,208.82,0,208.82,06-08-2025,45,1.8,FALSE,
FB000652,Shoes,Ann Taylor,Winter,M,Black,192.74,0,192.74,06-08-2025,43,4.3,FALSE,
FB000653,Accessories,Gap,Fall,,Red,71.82,18.4,58.61,06-08-2025,50,1.9,FALSE,
FB000654,Shoes,Zara,Summer,XS,Red,145.4,0,145.4,06-08-2025,14,2,FALSE,
FB000655,Bottoms,Mango,Summer,XXL,Brown,51.94,0,51.94,06-08-2025,9,3.2,FALSE,
FB000656,Accessories,Ann Taylor,Spring,,Black,77.48,0,77.48,07-10-2024,49,3.3,TRUE,Quality Issue
FB000657,Dresses,Mango,Summer,L,Black,59.66,45.2,32.69,06-08-2025,14,2.6,FALSE,
FB000658,Bottoms,Uniqlo,Summer,S,Red,102.07,0,102.07,06-08-2025,26,,TRUE,Color Mismatch
FB000659,Accessories,Banana Republic,Spring,,Gray,48.57,0,48.57,06-12-2024,12,4.7,FALSE,
FB000660,Shoes,Gap,Summer,M,Navy,121.55,0,121.55,06-08-2025,16,,TRUE,Damaged
FB000661,Accessories,Ann Taylor,Winter,,Navy,59.22,44.8,32.69,06-08-2025,21,2,FALSE,
FB000662,Tops,Ann Taylor,Spring,XS,Beige,58.5,2.1,57.27,23-05-2025,24,3.9,FALSE,
FB000663,Accessories,Forever21,Fall,,Green,73.85,0,73.85,06-08-2025,46,2,FALSE,
FB000664,Bottoms,H&M,Summer,XXL,Red,114.32,36.5,72.59,06-08-2025,41,4.1,FALSE,
FB000665,Bottoms,Forever21,Summer,XS,Gray,91.4,11,81.35,06-08-2025,18,1.6,FALSE,
FB000666,Accessories,Forever21,Winter,,Navy,69.77,0,69.77,06-08-2025,30,,TRUE,Color Mismatch
FB000667,Tops,H&M,Summer,L,Black,72.95,0,72.95,06-08-2025,27,4.8,FALSE,
FB000668,Bottoms,Ann Taylor,Summer,XL,Beige,63.99,42.2,36.99,06-08-2025,35,3.2,FALSE,
FB000669,Dresses,Banana Republic,Summer,XL,Blue,74.84,51.9,36,06-08-2025,35,2.5,FALSE,
FB000670,Outerwear,H&M,Spring,XS,Black,158.84,0,158.84,16-04-2025,30,4.6,FALSE,
FB000671,Shoes,Mango,Spring,M,Brown,96.36,58.6,39.89,10-02-2025,16,3.9,FALSE,
FB000672,Bottoms,H&M,Spring,XS,Purple,51.06,13.9,43.96,16-08-2024,16,1.3,FALSE,
FB000673,Bottoms,Banana Republic,Summer,L,Navy,49.75,26.4,36.62,06-08-2025,24,3.8,FALSE,
FB000674,Dresses,Mango,Spring,XS,Pink,148.98,0,148.98,26-10-2024,11,2.2,TRUE,Wrong Item
FB000675,Accessories,Gap,Winter,,Gray,72.24,0,72.24,06-08-2025,35,4.1,FALSE,
FB000676,Tops,Mango,Winter,XS,Blue,94.92,0,94.92,06-08-2025,5,3.3,FALSE,
FB000677,Outerwear,Banana Republic,Fall,XXL,Brown,91.08,0,91.08,06-08-2025,47,4.9,FALSE,
FB000678,Accessories,Banana Republic,Fall,,Brown,49.72,58.3,20.73,06-08-2025,4,1.6,FALSE,
FB000679,Accessories,Gap,Winter,,Purple,23.09,7.1,21.45,06-08-2025,11,1.2,FALSE,
FB000680,Accessories,Zara,Spring,,Red,49.95,0,49.95,17-09-2024,29,4.3,FALSE,
FB000681,Accessories,Forever21,Winter,,Green,25.7,0,25.7,06-08-2025,38,3.2,TRUE,Quality Issue
FB000682,Shoes,Mango,Summer,XS,Green,175.22,0,175.22,06-08-2025,8,4.9,FALSE,
FB000683,Bottoms,Ann Taylor,Summer,XS,Gray,37.57,0,37.57,06-08-2025,18,1.9,FALSE,
FB000684,Outerwear,Zara,Spring,M,Green,245.87,0,245.87,24-06-2025,27,2.6,FALSE,
FB000685,Bottoms,Banana Republic,Winter,XS,Red,116.92,0,116.92,06-08-2025,13,3.2,FALSE,
FB000686,Dresses,Ann Taylor,Winter,L,Pink,103.11,0,103.11,06-08-2025,17,,FALSE,
FB000687,Outerwear,Uniqlo,Fall,M,Purple,238.89,0.5,237.7,06-08-2025,28,2.7,FALSE,
FB000688,Shoes,Uniqlo,Summer,XS,Pink,86.81,12.6,75.87,06-08-2025,6,1.7,FALSE,
FB000689,Bottoms,Mango,Summer,XS,Blue,58.8,11.8,51.86,06-08-2025,8,,FALSE,
FB000690,Bottoms,Ann Taylor,Spring,XL,Beige,41.65,52,19.99,16-05-2025,20,1.2,FALSE,
FB000691,Tops,H&M,Spring,XL,Black,61.67,46.4,33.06,15-07-2025,50,2.7,FALSE,
FB000692,Bottoms,H&M,Fall,XS,Black,40.39,0,40.39,06-08-2025,16,,FALSE,
FB000693,Tops,Ann Taylor,Fall,XXL,Purple,95.13,45.4,51.94,06-08-2025,46,2.5,FALSE,
FB000694,Bottoms,Zara,Fall,S,Green,115.14,0,115.14,06-08-2025,43,2.5,FALSE,
FB000695,Tops,H&M,Summer,,Beige,59.58,0,59.58,06-08-2025,27,3.3,FALSE,
FB000696,Shoes,Uniqlo,Spring,M,Purple,169.89,0,169.89,14-07-2025,12,1.2,FALSE,
FB000697,Shoes,Mango,Winter,S,Black,117.38,22.5,90.97,06-08-2025,42,2.8,TRUE,Color Mismatch
FB000698,Tops,Mango,Winter,S,Pink,118.95,0,118.95,06-08-2025,18,1.9,TRUE,Quality Issue
FB000699,Accessories,Uniqlo,Fall,,Red,39.3,0,39.3,06-08-2025,39,,FALSE,
FB000700,Tops,H&M,Winter,L,Beige,74.3,0,74.3,06-08-2025,31,3.8,TRUE,Wrong Item
FB000701,Bottoms,H&M,Spring,XS,Brown,62.97,0,62.97,26-05-2025,5,3.5,FALSE,
FB000702,Accessories,H&M,Summer,,Gray,73.6,0,73.6,06-08-2025,1,1.8,FALSE,
FB000703,Accessories,Mango,Spring,,Black,77.85,34.9,50.68,05-08-2025,11,,FALSE,
FB000704,Tops,Forever21,Summer,,Red,94.31,0,94.31,06-08-2025,20,3,FALSE,
FB000705,Bottoms,Ann Taylor,Spring,,Navy,60.36,0,60.36,01-09-2024,35,3.3,FALSE,
FB000706,Bottoms,Mango,Summer,XXL,Brown,94.85,0,94.85,06-08-2025,28,1.5,FALSE,
FB000707,Accessories,Uniqlo,Winter,,Blue,30.52,7.9,28.11,06-08-2025,43,4.7,FALSE,
FB000708,Dresses,Mango,Summer,XS,Navy,97.06,0,97.06,06-08-2025,24,3.9,FALSE,
FB000709,Bottoms,Forever21,Summer,M,Purple,57.85,35.4,37.37,06-08-2025,17,,FALSE,
FB000710,Tops,Zara,Fall,M,White,51.35,19.7,41.23,06-08-2025,39,1.3,FALSE,
FB000711,Accessories,Ann Taylor,Spring,,Black,61.34,45.4,33.49,03-02-2025,46,,FALSE,
FB000712,Outerwear,Banana Republic,Summer,L,Purple,189.28,0,189.28,06-08-2025,41,2.7,TRUE,Wrong Item
FB000713,Tops,Banana Republic,Summer,XXL,Purple,86.67,35.8,55.64,06-08-2025,2,4.9,FALSE,
FB000714,Bottoms,Ann Taylor,Spring,S,Navy,102.84,0,102.84,10-09-2024,27,1.8,FALSE,
FB000715,Outerwear,Zara,Fall,XXL,Green,225.21,0,225.21,06-08-2025,27,3.1,TRUE,Changed Mind
FB000716,Dresses,Uniqlo,Winter,XL,Gray,48.91,27.8,35.31,06-08-2025,0,4.1,FALSE,
FB000717,Outerwear,Forever21,Fall,L,Pink,145.93,0,145.93,06-08-2025,19,1.5,FALSE,
FB000718,Outerwear,Banana Republic,Winter,,Green,225.92,43.7,127.19,06-08-2025,30,3.2,FALSE,
FB000719,Outerwear,Uniqlo,Summer,XL,Green,202.18,39.7,121.91,06-08-2025,20,4.1,FALSE,
FB000720,Tops,Uniqlo,Fall,XL,Blue,51.85,0,51.85,06-08-2025,28,,FALSE,
FB000721,Tops,Uniqlo,Summer,L,Gray,75.34,0,75.34,06-08-2025,21,,FALSE,
FB000722,Shoes,Gap,Spring,S,Pink,92.09,54.9,41.53,19-01-2025,44,2.2,FALSE,
FB000723,Accessories,Zara,Fall,,Blue,56.39,0,56.39,06-08-2025,49,4.2,FALSE,
FB000724,Tops,Mango,Fall,L,Pink,108.75,0,108.75,06-08-2025,38,3.8,FALSE,
FB000725,Dresses,Uniqlo,Spring,S,Red,156.85,0,156.85,01-04-2025,48,3.4,FALSE,
FB000726,Outerwear,Uniqlo,Spring,XS,Brown,168.13,0,168.13,18-04-2025,42,2.5,FALSE,
FB000727,Shoes,Forever21,Summer,S,Green,145.79,57,62.69,06-08-2025,46,,FALSE,
FB000728,Bottoms,Gap,Winter,S,White,54.14,0,54.14,06-08-2025,32,,FALSE,
FB000729,Accessories,Zara,Fall,,Navy,45.64,0,45.64,06-08-2025,36,3.6,TRUE,Size Issue
FB000730,Bottoms,Mango,Fall,S,Red,46.76,0,46.76,06-08-2025,38,2.7,FALSE,
FB000731,Dresses,Banana Republic,Winter,,Gray,75.23,0,75.23,06-08-2025,42,1.7,TRUE,Quality Issue
FB000732,Dresses,Mango,Summer,XL,White,70.38,0,70.38,06-08-2025,37,2,FALSE,
FB000733,Bottoms,H&M,Summer,M,Pink,76.04,0,76.04,06-08-2025,13,4.4,FALSE,
FB000734,Shoes,Uniqlo,Summer,XS,Black,110.82,15.7,93.42,06-08-2025,43,,TRUE,Size Issue
FB000735,Accessories,Forever21,Fall,,Navy,47.47,0,47.47,06-08-2025,42,4.7,FALSE,
FB000736,Accessories,Gap,Spring,,Red,79.94,0,79.94,31-07-2025,26,3.8,FALSE,
FB000737,Bottoms,Banana Republic,Fall,XXL,Navy,74.67,0,74.67,06-08-2025,15,4.6,FALSE,
FB000738,Dresses,Forever21,Fall,XXL,Brown,63.79,35.5,41.14,06-08-2025,15,3.1,TRUE,Quality Issue
FB000739,Bottoms,Ann Taylor,Fall,XXL,Brown,49.6,0,49.6,06-08-2025,32,4.7,FALSE,
FB000740,Tops,Zara,Spring,XL,Red,57.91,0,57.91,13-03-2025,33,3.9,FALSE,
FB000741,Dresses,Uniqlo,Summer,XL,Pink,135.99,0,135.99,06-08-2025,34,3,FALSE,
FB000742,Dresses,Mango,Winter,S,Purple,53.49,21.8,41.83,06-08-2025,41,2.1,FALSE,
FB000743,Tops,Forever21,Summer,S,Pink,113.29,34,74.77,06-08-2025,10,,FALSE,
FB000744,Tops,H&M,Winter,L,White,110.87,6,104.22,06-08-2025,15,,FALSE,
FB000745,Tops,Ann Taylor,Fall,,Navy,94.3,0,94.3,06-08-2025,16,,FALSE,
FB000746,Accessories,Forever21,Spring,,Red,37.94,0,37.94,08-10-2024,9,4.6,FALSE,
FB000747,Outerwear,Ann Taylor,Winter,XXL,Gray,200.24,23,154.18,06-08-2025,38,,FALSE,
FB000748,Accessories,Forever21,Winter,,Purple,43.45,0,43.45,06-08-2025,50,4,FALSE,
FB000749,Bottoms,Forever21,Summer,L,Red,76.92,9.6,69.54,06-08-2025,20,2,FALSE,
FB000750,Accessories,Forever21,Fall,,White,21.09,0,21.09,06-08-2025,33,4.1,TRUE,Size Issue
FB000751,Dresses,Banana Republic,Winter,XL,Green,55.47,0,55.47,06-08-2025,18,,FALSE,
FB000752,Outerwear,H&M,Spring,XXL,White,122.53,0,122.53,21-09-2024,25,,FALSE,
FB000753,Accessories,Uniqlo,Summer,,Beige,61.13,0,61.13,06-08-2025,34,2.6,FALSE,
FB000754,Outerwear,Uniqlo,Spring,XS,Brown,127.59,0,127.59,08-05-2025,1,4.9,FALSE,
FB000755,Accessories,Ann Taylor,Summer,,Navy,73.04,0,73.04,06-08-2025,44,4.2,FALSE,
